user_id,song_id,play_count,title,release,artist_name,year,text
20124,8252,2,Ain't Misbehavin,Summertime,Sam Cooke,0,Ain't Misbehavin Summertime Sam Cooke
20124,8481,2,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2009,Party In The U.S.A. Party In The U.S.A. Miley Cyrus
20124,8577,2,One Less Lonely Girl,My Worlds,Justin Bieber,2009,One Less Lonely Girl My Worlds Justin Bieber
20124,8582,1,Use Somebody,Use Somebody,Kings Of Leon,2008,Use Somebody Use Somebody Kings Of Leon
20124,8654,1,Without Me,Without Me,Eminem,2002,Without Me Without Me Eminem
20124,8698,1,Whatcha Say,Whatcha Say,Jason Derulo,2009,Whatcha Say Whatcha Say Jason Derulo
20124,8814,2,Rock Star,In Search Of...,N.E.R.D.,2002,Rock Star In Search Of... N.E.R.D.
20124,9096,1,Unite (2009 Digital Remaster),Hello Nasty (Remastered Edition),Beastie Boys,0,Unite (2009 Digital Remaster) Hello Nasty (Remastered Edition) Beastie Boys
20124,9139,1,Half Of My Heart,Battle Studies,John Mayer,0,Half Of My Heart Battle Studies John Mayer
20124,9186,1,Bitter Sweet Symphony,Bitter Sweet Symphony,The Verve,1997,Bitter Sweet Symphony Bitter Sweet Symphony The Verve
20124,9262,2,Cosmic Love,Lungs,Florence + The Machine,2009,Cosmic Love Lungs Florence + The Machine
20124,9387,2,Bad Company,War Is The Answer,Five Finger Death Punch,2009,Bad Company War Is The Answer Five Finger Death Punch
20124,9391,1,All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross),Victory,DJ Khaled,2010,All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross) Victory DJ Khaled
20124,9708,1,A Beggar On A Beach Of Gold,Beggar On A Beach Of Gold,Mike And The Mechanics,1995,A Beggar On A Beach Of Gold Beggar On A Beach Of Gold Mike And The Mechanics
20124,9931,1,When You Were Young,When You  Were Young,The Killers,2006,When You Were Young When You  Were Young The Killers
20124,9939,1,Lasso,Wolfgang Amadeus Phoenix,Phoenix,0,Lasso Wolfgang Amadeus Phoenix Phoenix
59468,139,1,I Got Mine,Attack & Release,The Black Keys,2008,I Got Mine Attack & Release The Black Keys
59468,352,1,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0,Dog Days Are Over (Radio Edit) Now That's What I Call Music! 75 Florence + The Machine
59468,396,2,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009,Imma Be THE E.N.D. (THE ENERGY NEVER DIES) Black Eyed Peas
59468,549,1,I Stand Corrected (Album),Vampire Weekend,Vampire Weekend,2007,I Stand Corrected (Album) Vampire Weekend Vampire Weekend
59468,990,2,Creil City,Fat Come Back,Alliance Ethnik,1999,Creil City Fat Come Back Alliance Ethnik
59468,1044,2,Campus (Album),Vampire Weekend,Vampire Weekend,2007,Campus (Album) Vampire Weekend Vampire Weekend
59468,1141,1,Basic Space,Various Artists/Rough Trade Counter Culture 09,The xx,2009,Basic Space Various Artists/Rough Trade Counter Culture 09 The xx
59468,2019,2,Oxford Comma (Album),Vampire Weekend,Vampire Weekend,2007,Oxford Comma (Album) Vampire Weekend Vampire Weekend
59468,2234,1,Your Touch,Magic Potion,The Black Keys,2006,Your Touch Magic Potion The Black Keys
59468,2672,1,A-Punk (Album),Vampire Weekend,Vampire Weekend,2007,A-Punk (Album) Vampire Weekend Vampire Weekend
59468,3870,4,Ain't No Rest For The Wicked (Original Version),Cage The Elephant,Cage The Elephant,2008,Ain't No Rest For The Wicked (Original Version) Cage The Elephant Cage The Elephant
59468,4152,1,The Scientist,The Scientist,Coldplay,2002,The Scientist The Scientist Coldplay
59468,4377,1,Psychotic Girl,Attack & Release,The Black Keys,2004,Psychotic Girl Attack & Release The Black Keys
59468,4545,5,I'll Be Your Man,The Big Come Up,The Black Keys,2002,I'll Be Your Man The Big Come Up The Black Keys
59468,4596,2,M79 (Album),Vampire Weekend,Vampire Weekend,2007,M79 (Album) Vampire Weekend Vampire Weekend
59468,4811,2,Le Jardin d'Hiver,Smile,Jacky Terrasson,2002,Le Jardin d'Hiver Smile Jacky Terrasson
59468,4858,5,Behind The Sea [Live In Chicago],Live In Chicago,Panic At The Disco,0,Behind The Sea [Live In Chicago] Live In Chicago Panic At The Disco
59468,4949,1,Horchata,Contra,Vampire Weekend,2009,Horchata Contra Vampire Weekend
59468,5101,1,White Sky,Contra,Vampire Weekend,2010,White Sky Contra Vampire Weekend
59468,5645,2,Représente,Fat Come Back,Alliance Ethnik,1999,Représente Fat Come Back Alliance Ethnik
59468,5916,2,Cape Cod Kwassa Kwassa (Album),Vampire Weekend,Vampire Weekend,2007,Cape Cod Kwassa Kwassa (Album) Vampire Weekend Vampire Weekend
59468,6079,2,Smile (Explicit Version),Alright_ Still,Lily Allen,2007,Smile (Explicit Version) Alright_ Still Lily Allen
59468,6175,1,Pursuit Of Happiness (nightmare),Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,2010,Pursuit Of Happiness (nightmare) Pursuit Of Happiness Kid Cudi / MGMT / Ratatat
59468,6246,2,Canada,The End Is Here,Five Iron Frenzy,0,Canada The End Is Here Five Iron Frenzy
59468,6350,1,Every Lasting Light,Brothers,The Black Keys,2010,Every Lasting Light Brothers The Black Keys
59468,6422,1,Girlfriend,Wolfgang Amadeus Phoenix,Phoenix,0,Girlfriend Wolfgang Amadeus Phoenix Phoenix
59468,6478,1,Fences,Wolfgang Amadeus Phoenix,Phoenix,0,Fences Wolfgang Amadeus Phoenix Phoenix
59468,6636,1,Strange Times,Strange Times,The Black Keys,2008,Strange Times Strange Times The Black Keys
59468,6798,1,Cousins,Contra,Vampire Weekend,2009,Cousins Contra Vampire Weekend
59468,7628,1,LDN,LDN,Lily Allen,2006,LDN LDN Lily Allen
59468,7663,1,Infinity,xx,The xx,2009,Infinity xx The xx
59468,7780,3,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2009,Home Up From Below Edward Sharpe & The Magnetic Zeros
59468,7910,1,Walcott (Album),Vampire Weekend,Vampire Weekend,2007,Walcott (Album) Vampire Weekend Vampire Weekend
59468,7998,1,Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,0,Nothin' On You [feat. Bruno Mars] (Album Version) Nothin' On You [feat. Bruno Mars] B.o.B
59468,8019,2,Gears,Gears,Future Rock,0,Gears Gears Future Rock
59468,8247,2,Tighten Up,Tighten Up,The Black Keys,2010,Tighten Up Tighten Up The Black Keys
59468,8434,1,Howlin For You,Brothers,The Black Keys,2010,Howlin For You Brothers The Black Keys
59468,8814,1,Rock Star,In Search Of...,N.E.R.D.,2002,Rock Star In Search Of... N.E.R.D.
59468,8831,2,Bigger Isn't Better,Born on the Wrong Planet,The String Cheese Incident,1997,Bigger Isn't Better Born on the Wrong Planet The String Cheese Incident
59468,8866,5,Volveré,A Tiempo,Gian Marco,0,Volveré A Tiempo Gian Marco
59468,9026,1,The Kids Dont Stand A Chance (Album),Vampire Weekend,Vampire Weekend,2007,The Kids Dont Stand A Chance (Album) Vampire Weekend Vampire Weekend
59468,9678,1,Cheryl Tweedy,Alright_ Still (Deluxe),Lily Allen,2006,Cheryl Tweedy Alright_ Still (Deluxe) Lily Allen
21883,118,2,Bad Moon Rising,The Complete Collection (Digital Box),Creedence Clearwater Revival,1969,Bad Moon Rising The Complete Collection (Digital Box) Creedence Clearwater Revival
21883,334,1,Losing Touch,Day & Age,The Killers,2008,Losing Touch Day & Age The Killers
21883,512,1,The Ballad of Michael Valentine,Sawdust,The Killers,2004,The Ballad of Michael Valentine Sawdust The Killers
21883,771,1,Under The Gun,Sawdust,The Killers,2004,Under The Gun Sawdust The Killers
21883,1188,1,Learn To Fly,There Is Nothing Left To Lose,Foo Fighters,1999,Learn To Fly There Is Nothing Left To Lose Foo Fighters
21883,1257,1,Come As You Are,Nirvana,Nirvana,0,Come As You Are Nirvana Nirvana
21883,2716,1,All The Pretty Faces,When You  Were Young,The Killers,2006,All The Pretty Faces When You  Were Young The Killers
21883,3491,1,Bling (Confession Of A King),Sam's Town,The Killers,2006,Bling (Confession Of A King) Sam's Town The Killers
21883,4058,1,Smile Like You Mean It,Hot Fuss,The Killers,2003,Smile Like You Mean It Hot Fuss The Killers
21883,4134,1,Have You Ever Seen The Rain,Chronicle: 20 Greatest Hits,Creedence Clearwater Revival,1971,Have You Ever Seen The Rain Chronicle: 20 Greatest Hits Creedence Clearwater Revival
21883,4273,1,Somebody Told Me,Hot Fuss,The Killers,2004,Somebody Told Me Hot Fuss The Killers
21883,4636,2,Sample Track 2,Dance & Hip Hop Breaks,Simon Harris,0,Sample Track 2 Dance & Hip Hop Breaks Simon Harris
21883,4725,2,Fortunate Son,More Creedence Gold,Creedence Clearwater Revival,1969,Fortunate Son More Creedence Gold Creedence Clearwater Revival
21883,5095,1,Bones,Bones,The Killers,2006,Bones Bones The Killers
21883,5441,1,Where The White Boys Dance,Sam's Town,The Killers,2006,Where The White Boys Dance Sam's Town The Killers
21883,5566,1,The Bachelor and the Bride,Her Majesty The Decemberists,The Decemberists,2003,The Bachelor and the Bride Her Majesty The Decemberists The Decemberists
21883,5715,1,Sam's Town,Sam's Town,The Killers,2006,Sam's Town Sam's Town The Killers
21883,6001,1,Human,Just Dance,The Killers,2008,Human Just Dance The Killers
21883,6084,1,Red Right Ankle,Her Majesty The Decemberists,The Decemberists,2003,Red Right Ankle Her Majesty The Decemberists The Decemberists
21883,6525,1,The Pretender,Echoes_ Silence_ Patience & Grace,Foo Fighters,2007,The Pretender Echoes_ Silence_ Patience & Grace Foo Fighters
21883,6684,1,Spaceman,Spaceman,The Killers,2008,Spaceman Spaceman The Killers
21883,7295,1,This Is Your Life,Day & Age,The Killers,2008,This Is Your Life Day & Age The Killers
21883,7519,1,A Dustland Fairytale,Day & Age,The Killers,2008,A Dustland Fairytale Day & Age The Killers
21883,7525,1,Read My Mind,Sam's Town,The Killers,2006,Read My Mind Sam's Town The Killers
21883,8378,1,I Can't Stay,Day & Age,The Killers,2008,I Can't Stay Day & Age The Killers
21883,9249,1,Everlong,The Colour And The Shape (Special Edition),Foo Fighters,1992,Everlong The Colour And The Shape (Special Edition) Foo Fighters
21883,9913,1,Romeo And Juliet,Sawdust,The Killers,2007,Romeo And Juliet Sawdust The Killers
21883,9931,2,When You Were Young,When You  Were Young,The Killers,2006,When You Were Young When You  Were Young The Killers
68636,310,2,Seven Nation Army,Seven Nation Army,The White Stripes,2003,Seven Nation Army Seven Nation Army The White Stripes
68636,918,1,My Night With the Prostitute From Marseille,March of the Zapotec and Realpeople Holland,Beirut,2007,My Night With the Prostitute From Marseille March of the Zapotec and Realpeople Holland Beirut
68636,2342,1,Alaska,If Looks Could Kill,Camera Obscura,0,Alaska If Looks Could Kill Camera Obscura
68636,5340,1,Postcards From Italy,The Gulag Orkestar,Beirut,2005,Postcards From Italy The Gulag Orkestar Beirut
68636,5367,1,Float On,Float On,Modest Mouse,2003,Float On Float On Modest Mouse
68636,5653,3,Transparency,Workout Holiday,White Denim,2008,Transparency Workout Holiday White Denim
68636,6079,1,Smile (Explicit Version),Alright_ Still,Lily Allen,2007,Smile (Explicit Version) Alright_ Still Lily Allen
68636,6189,2,Creep (Explicit),Pablo Honey,Radiohead,1993,Creep (Explicit) Pablo Honey Radiohead
68636,6959,1,New York City Cops,Is This It,The Strokes,2001,New York City Cops Is This It The Strokes
68636,6964,1,Is This It,Is This It,The Strokes,2001,Is This It Is This It The Strokes
68636,7057,1,Lump Sum,For Emma_ Forever Ago,Bon Iver,2007,Lump Sum For Emma_ Forever Ago Bon Iver
68636,7260,1,Sleepyhead,Manners,Passion Pit,2008,Sleepyhead Manners Passion Pit
68636,9186,1,Bitter Sweet Symphony,Bitter Sweet Symphony,The Verve,1997,Bitter Sweet Symphony Bitter Sweet Symphony The Verve
7265,21,4,Back Against The Wall,Cage The Elephant,Cage The Elephant,2008,Back Against The Wall Cage The Elephant Cage The Elephant
7265,62,3,You And Me Jesus,Tribute To Jake Hess,Jake Hess,2004,You And Me Jesus Tribute To Jake Hess Jake Hess
7265,145,1,Fader,Fader,The Temper Trap,2009,Fader Fader The Temper Trap
7265,310,2,Seven Nation Army,Seven Nation Army,The White Stripes,2003,Seven Nation Army Seven Nation Army The White Stripes
7265,352,1,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0,Dog Days Are Over (Radio Edit) Now That's What I Call Music! 75 Florence + The Machine
7265,473,2,Le Courage Des Oiseaux,La Fossette,Dominique A,1991,Le Courage Des Oiseaux La Fossette Dominique A
7265,605,1,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0,Lucky (Album Version) We Sing.  We Dance.  We Steal Things. Jason Mraz & Colbie Caillat
7265,614,1,You're The One,If There Was A Way,Dwight Yoakam,1990,You're The One If There Was A Way Dwight Yoakam
7265,733,2,Naturally,Kiss & Tell,Selena Gomez & The Scene,2009,Naturally Kiss & Tell Selena Gomez & The Scene
7265,910,1,Don't Start Me Talkin',Roots Of Blues,Sonny Boy Williamson,2004,Don't Start Me Talkin' Roots Of Blues Sonny Boy Williamson
7265,990,1,Creil City,Fat Come Back,Alliance Ethnik,1999,Creil City Fat Come Back Alliance Ethnik
7265,1217,1,Whataya Want From Me,Whataya Want From Me,Adam Lambert,2009,Whataya Want From Me Whataya Want From Me Adam Lambert
7265,1281,3,Day 'N' Nite,R&B Yearbook,Kid Cudi Vs Crookers,2008,Day 'N' Nite R&B Yearbook Kid Cudi Vs Crookers
7265,1286,2,Somebody To Love,My Worlds,Justin Bieber,2010,Somebody To Love My Worlds Justin Bieber
7265,1334,2,Hey_ Soul Sister,Save Me_ San Francisco,Train,0,Hey_ Soul Sister Save Me_ San Francisco Train
7265,1348,1,Mia,First Love,Emmy The Great,2007,Mia First Love Emmy The Great
7265,1664,1,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile) Mozart - Eine kleine Nachtmusik Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner
7265,1816,1,The Funeral (Album Version),The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Band Of Horses,0,The Funeral (Album Version) The Road Mix: Music From The Television Series One Tree Hill Vol. 3 Band Of Horses
7265,1828,1,Times Like These,On And On,Jack Johnson,2003,Times Like These On And On Jack Johnson
7265,1948,1,Monster,The Fame Monster,Lady GaGa,2009,Monster The Fame Monster Lady GaGa
7265,2019,1,Oxford Comma (Album),Vampire Weekend,Vampire Weekend,2007,Oxford Comma (Album) Vampire Weekend Vampire Weekend
7265,2115,1,Tive Sim,Nova Bis-Cartola,Cartola,1974,Tive Sim Nova Bis-Cartola Cartola
7265,2161,1,The Last Song,The All-American Rejects,The All-American Rejects,2003,The Last Song The All-American Rejects The All-American Rejects
7265,2220,1,Sehr kosmisch,Musik von Harmonia,Harmonia,0,Sehr kosmisch Musik von Harmonia Harmonia
7265,2234,1,Your Touch,Magic Potion,The Black Keys,2006,Your Touch Magic Potion The Black Keys
7265,2276,1,Far Away (Album Version),All The Right Reasons,Nickelback,2006,Far Away (Album Version) All The Right Reasons Nickelback
7265,2610,1,Livin' On A Prayer,Cross Road,Bon Jovi,1986,Livin' On A Prayer Cross Road Bon Jovi
7265,2616,1,Gives You Hell,When The World Comes Down,The All-American Rejects,2008,Gives You Hell When The World Comes Down The All-American Rejects
7265,2686,1,Vanilla Twilight,Ocean Eyes,Owl City,2009,Vanilla Twilight Ocean Eyes Owl City
7265,2734,1,Love Me,My Worlds,Justin Bieber,2009,Love Me My Worlds Justin Bieber
7265,2842,1,Superman,The Eminem Show,Eminem / Dina Rae,2003,Superman The Eminem Show Eminem / Dina Rae
7265,3050,2,Terre Promise,77 Souter'1 Vol.2,O'Rosko Raricim,0,Terre Promise 77 Souter'1 Vol.2 O'Rosko Raricim
7265,3074,3,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0,Catch You Baby (Steve Pitron & Max Sanna Radio Edit) Catch You Baby Lonnie Gordon
7265,3165,1,Mockingbird,R&B 2006,Eminem,2004,Mockingbird R&B 2006 Eminem
7265,3310,3,Yeah!,Confessions,Usher Featuring Lil' Jon & Ludacris,2007,Yeah! Confessions Usher Featuring Lil' Jon & Ludacris
7265,3462,3,If I Had You,For Your Entertainment (Deluxe Version),Adam Lambert,2009,If I Had You For Your Entertainment (Deluxe Version) Adam Lambert
7265,3564,3,Fuck Kitty,Frumpie One-Piece,Frumpies,1993,Fuck Kitty Frumpie One-Piece Frumpies
7265,3857,1,Breakdown,In Between Dreams,Jack Johnson,2005,Breakdown In Between Dreams Jack Johnson
7265,4152,2,The Scientist,The Scientist,Coldplay,2002,The Scientist The Scientist Coldplay
7265,4160,2,How You Remind Me,FETENHITS - New Party Rock (set),Nickelback,2000,How You Remind Me FETENHITS - New Party Rock (set) Nickelback
7265,4192,1,The Real Slim Shady,Curtain Call,Eminem,2000,The Real Slim Shady Curtain Call Eminem
7265,4448,1,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009,Fireflies Karaoke Monthly Vol. 2 (January 2010) Charttraxx Karaoke
7265,4462,2,Sugar Ray (LP Version),Falling Off The Bone,Todd Barry,2004,Sugar Ray (LP Version) Falling Off The Bone Todd Barry
7265,4636,1,Sample Track 2,Dance & Hip Hop Breaks,Simon Harris,0,Sample Track 2 Dance & Hip Hop Breaks Simon Harris
7265,4639,3,Bulletproof,Bulletproof,La Roux,2009,Bulletproof Bulletproof La Roux
7265,4864,1,Sinisten tähtien alla,Tatsum Tisal,J. Karjalainen & Mustat Lasit,0,Sinisten tähtien alla Tatsum Tisal J. Karjalainen & Mustat Lasit
7265,5138,1,What Goes Around...Comes Around,What Goes Around... Comes Around,Justin Timberlake,2007,What Goes Around...Comes Around What Goes Around... Comes Around Justin Timberlake
7265,5210,1,There Goes My Baby,Raymond v Raymond,Usher,2010,There Goes My Baby Raymond v Raymond Usher
7265,5273,3,Rianna,The Update Collection Vol. 2,Fisher,0,Rianna The Update Collection Vol. 2 Fisher
7265,5291,1,Bring Me To Life,Fallen,Evanescence,2003,Bring Me To Life Fallen Evanescence
7265,5375,2,I Kissed A Girl,One Of The Boys (iTunes Exclusive),Katy Perry,2008,I Kissed A Girl One Of The Boys (iTunes Exclusive) Katy Perry
7265,5399,1,Strut (1993 Digital Remaster),The World Of Sheena Easton - The Singles,Sheena Easton,0,Strut (1993 Digital Remaster) The World Of Sheena Easton - The Singles Sheena Easton
7265,5531,1,Secrets,Waking Up,OneRepublic,2009,Secrets Waking Up OneRepublic
7265,5616,2,No One's Gonna Love You (Album),Cease to Begin,Band Of Horses,2007,No One's Gonna Love You (Album) Cease to Begin Band Of Horses
7265,5645,4,Représente,Fat Come Back,Alliance Ethnik,1999,Représente Fat Come Back Alliance Ethnik
7265,5697,3,Here Without You,Here Without You,3 Doors Down,2002,Here Without You Here Without You 3 Doors Down
7265,6175,1,Pursuit Of Happiness (nightmare),Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,2010,Pursuit Of Happiness (nightmare) Pursuit Of Happiness Kid Cudi / MGMT / Ratatat
7265,6222,4,Almaz,Every Kind Of Mood,Randy Crawford,1986,Almaz Every Kind Of Mood Randy Crawford
7265,6246,3,Canada,The End Is Here,Five Iron Frenzy,0,Canada The End Is Here Five Iron Frenzy
7265,6270,1,In The End (Album Version),Hybrid Theory,Linkin Park,2000,In The End (Album Version) Hybrid Theory Linkin Park
7265,6378,3,Sayonara-Nostalgia,Yuugata Generation,Base Ball Bear,2005,Sayonara-Nostalgia Yuugata Generation Base Ball Bear
7265,6451,1,Paradise City,Greatest Hits,Guns N' Roses,1987,Paradise City Greatest Hits Guns N' Roses
7265,6469,2,Swing Life Away,Siren Song Of The Counter-Culture,Rise Against,2003,Swing Life Away Siren Song Of The Counter-Culture Rise Against
7265,6716,3,Better To Reign In Hell,Damnation And A Day,Cradle Of Filth,2003,Better To Reign In Hell Damnation And A Day Cradle Of Filth
7265,6726,1,If I Ain't Got You,R&B Love Collection 08,Alicia Keys,2003,If I Ain't Got You R&B Love Collection 08 Alicia Keys
7265,6735,1,If It Means A Lot To You,Homesick [Special Edition],A Day To Remember,2009,If It Means A Lot To You Homesick [Special Edition] A Day To Remember
7265,7103,1,Alejandro,The Fame Monster,Lady GaGa,2009,Alejandro The Fame Monster Lady GaGa
7265,7222,2,Master Of Puppets,Master Of Puppets,Metallica,1986,Master Of Puppets Master Of Puppets Metallica
7265,7260,1,Sleepyhead,Manners,Passion Pit,2008,Sleepyhead Manners Passion Pit
7265,7321,1,Bubble Toes,Brushfire Fairytales,Jack Johnson,2000,Bubble Toes Brushfire Fairytales Jack Johnson
7265,7343,1,You Belong With Me,Fearless,Taylor Swift,2008,You Belong With Me Fearless Taylor Swift
7265,7399,4,Shiver,Parachutes,Coldplay,2000,Shiver Parachutes Coldplay
7265,7402,1,Moar Ghosts 'n' Stuff,Ghosts 'n' Stuff,Deadmau5,0,Moar Ghosts 'n' Stuff Ghosts 'n' Stuff Deadmau5
7265,7416,1,Revelry,Only By The Night,Kings Of Leon,2008,Revelry Only By The Night Kings Of Leon
7265,7452,1,Teach Me How To Dougie,Teach Me How To Dougie,California Swag District,0,Teach Me How To Dougie Teach Me How To Dougie California Swag District
7265,7522,1,Forever,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,0,Forever Relapse: Refill Drake / Kanye West / Lil Wayne / Eminem
7265,7791,1,Marry Me,Save Me_ San Francisco,Train,2009,Marry Me Save Me_ San Francisco Train
7265,7913,1,Invalid,Fermi Paradox,Tub Ring,2002,Invalid Fermi Paradox Tub Ring
7265,7969,4,Savior,Appeal To Reason,Rise Against,2008,Savior Appeal To Reason Rise Against
7265,8019,2,Gears,Gears,Future Rock,0,Gears Gears Future Rock
7265,8029,1,I CAN'T GET STARTED,It's The Time,Ron Carter,0,I CAN'T GET STARTED It's The Time Ron Carter
7265,8092,2,OMG,OMG - The Remixes,Usher featuring will.i.am,2010,OMG OMG - The Remixes Usher featuring will.i.am
7265,8138,2,Drop The World,Drop The World,Lil Wayne / Eminem,0,Drop The World Drop The World Lil Wayne / Eminem
7265,8610,1,16 Candles,16 Candles,The Crests,1988,16 Candles 16 Candles The Crests
7265,8814,2,Rock Star,In Search Of...,N.E.R.D.,2002,Rock Star In Search Of... N.E.R.D.
7265,8866,2,Volveré,A Tiempo,Gian Marco,0,Volveré A Tiempo Gian Marco
7265,9096,1,Unite (2009 Digital Remaster),Hello Nasty (Remastered Edition),Beastie Boys,0,Unite (2009 Digital Remaster) Hello Nasty (Remastered Edition) Beastie Boys
7265,9386,1,Hero,Greatest Hits,Enrique Iglesias,2001,Hero Greatest Hits Enrique Iglesias
7265,9391,2,All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross),Victory,DJ Khaled,2010,All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross) Victory DJ Khaled
7265,9708,4,A Beggar On A Beach Of Gold,Beggar On A Beach Of Gold,Mike And The Mechanics,1995,A Beggar On A Beach Of Gold Beggar On A Beach Of Gold Mike And The Mechanics
23337,21,1,Back Against The Wall,Cage The Elephant,Cage The Elephant,2008,Back Against The Wall Cage The Elephant Cage The Elephant
23337,52,2,Halo,Halo,Beyoncé,2008,Halo Halo Beyoncé
23337,62,1,You And Me Jesus,Tribute To Jake Hess,Jake Hess,2004,You And Me Jesus Tribute To Jake Hess Jake Hess
23337,97,4,Harder Better Faster Stronger,Discovery,Daft Punk,2007,Harder Better Faster Stronger Discovery Daft Punk
23337,145,1,Fader,Fader,The Temper Trap,2009,Fader Fader The Temper Trap
23337,154,1,Such Great Heights,Grey's Anatomy Original Soundtrack,The Postal Service,2003,Such Great Heights Grey's Anatomy Original Soundtrack The Postal Service
23337,208,3,Uprising,Uprising,Muse,0,Uprising Uprising Muse
23337,276,2,Up Up & Away,Man On The Moon: The End Of Day,Kid Cudi,2009,Up Up & Away Man On The Moon: The End Of Day Kid Cudi
23337,310,2,Seven Nation Army,Seven Nation Army,The White Stripes,2003,Seven Nation Army Seven Nation Army The White Stripes
23337,352,5,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0,Dog Days Are Over (Radio Edit) Now That's What I Call Music! 75 Florence + The Machine
23337,393,1,Nah!,Up!,Shania Twain,2002,Nah! Up! Shania Twain
23337,396,2,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009,Imma Be THE E.N.D. (THE ENERGY NEVER DIES) Black Eyed Peas
23337,473,1,Le Courage Des Oiseaux,La Fossette,Dominique A,1991,Le Courage Des Oiseaux La Fossette Dominique A
23337,605,5,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0,Lucky (Album Version) We Sing.  We Dance.  We Steal Things. Jason Mraz & Colbie Caillat
23337,630,2,'Till I Collapse,The Eminem Show,Eminem / Nate Dogg,2002,'Till I Collapse The Eminem Show Eminem / Nate Dogg
23337,703,2,They Might Follow You,Tiny Vipers,Tiny Vipers,2007,They Might Follow You Tiny Vipers Tiny Vipers
23337,733,3,Naturally,Kiss & Tell,Selena Gomez & The Scene,2009,Naturally Kiss & Tell Selena Gomez & The Scene
23337,910,1,Don't Start Me Talkin',Roots Of Blues,Sonny Boy Williamson,2004,Don't Start Me Talkin' Roots Of Blues Sonny Boy Williamson
23337,952,5,Bleed It Out [Live At Milton Keynes],Road To Revolution: Live At Milton Keynes,Linkin Park,2008,Bleed It Out [Live At Milton Keynes] Road To Revolution: Live At Milton Keynes Linkin Park
23337,965,1,Tim McGraw,Taylor Swift,Taylor Swift,2006,Tim McGraw Taylor Swift Taylor Swift
23337,1118,4,Clocks,A Rush Of Blood To The Head,Coldplay,2002,Clocks A Rush Of Blood To The Head Coldplay
23337,1161,1,My Happy Ending,Under My Skin,Avril Lavigne,2004,My Happy Ending Under My Skin Avril Lavigne
23337,1188,2,Learn To Fly,There Is Nothing Left To Lose,Foo Fighters,1999,Learn To Fly There Is Nothing Left To Lose Foo Fighters
23337,1225,2,Jamaica Roots II(Agora E Sempre),Nova Bis-Natiruts,Natiruts,0,Jamaica Roots II(Agora E Sempre) Nova Bis-Natiruts Natiruts
23337,1248,1,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,0,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version) The Original Broadway Cast Recording 'American Idiot' Featuring Green Day Green Day
23337,1281,4,Day 'N' Nite,R&B Yearbook,Kid Cudi Vs Crookers,2008,Day 'N' Nite R&B Yearbook Kid Cudi Vs Crookers
23337,1286,4,Somebody To Love,My Worlds,Justin Bieber,2010,Somebody To Love My Worlds Justin Bieber
23337,1334,4,Hey_ Soul Sister,Save Me_ San Francisco,Train,0,Hey_ Soul Sister Save Me_ San Francisco Train
23337,1348,2,Mia,First Love,Emmy The Great,2007,Mia First Love Emmy The Great
23337,1354,1,Breakeven,Now That's What I Call Music! 72,The Script,2008,Breakeven Now That's What I Call Music! 72 The Script
23337,1407,2,One Time,One Time,Justin Bieber,2009,One Time One Time Justin Bieber
23337,1597,1,Hotel California,Hotel California / Pretty Maids All In A Row [Digital 45],Eagles,1976,Hotel California Hotel California / Pretty Maids All In A Row [Digital 45] Eagles
